Create Test cases for Social Login,FDA-18,10050,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:00,01-04-2026 14:01,01-04-2026 14:01,,,0,"* Options: Google / Facebook
* Only authenticated login allowed
* First login → auto profile creation
* Duplicate → “Account already exists”",Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1406d2b1,,,,,,,,,,,,,,,,0|i0002u:,,,FDA Sprint 1,,,,,,,,,,,,10040,FDA-9,Write Test Cases For User Registration,To Do,01-04-2026 14:00
SOCIAL LOGIN,FDA-17,10049,Story,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 13:59,01-04-2026 13:59,01-04-2026 13:59,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@744eda63,,,,,,,,,,,,,,,,0|i0002m:,,,FDA Sprint 1,,,,,,,,,,,,10000,FDA-1,USER Management,To Do,01-04-2026 13:59
USER LOGIN,FDA-20,10052,Epic,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:04,01-04-2026 14:04,,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c31d7e1,,,,,ghx-label-9,,To Do,,,,orange,,,,,0|i00032:,,,FDA Sprint 1,,,,,,,,,,,,,,,To Do,01-04-2026 14:04
Email / Mobile Login,FDA-21,10054,Story,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:05,01-04-2026 14:05,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5900f4c0,,,,,,,,,,,,,,,,0|i0003a:,,,FDA Sprint 1,,,,,,,,,,,,10052,FDA-20,USER LOGIN,To Do,01-04-2026 14:05
Write Test cases for Email / Mobile Login,FDA-22,10056,Task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:06,01-04-2026 14:06,01-04-2026 14:06,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10fcbd72,,,,,,,,,,,,,,,,0|i0003i:,,,FDA Sprint 1,,,,,,,,,,,,10052,FDA-20,USER LOGIN,To Do,01-04-2026 14:06
Write Test cases for Email Field,FDA-23,10058,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:06,01-04-2026 14:06,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ad31fa2,,,,,,,,,,,,,,,,0|i0003q:,,,FDA Sprint 1,,,,,,,,,,,,10056,FDA-22,Write Test cases for Email / Mobile Login,To Do,01-04-2026 14:06
Write Test cases for Mobile Number Field,FDA-24,10060,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:07,01-04-2026 14:07,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@437f1c9f,,,,,,,,,,,,,,,,0|i0003y:,,,FDA Sprint 1,,,,,,,,,,,,10056,FDA-22,Write Test cases for Email / Mobile Login,To Do,01-04-2026 14:07
Write Test cases for Password Field,FDA-25,10062,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:07,01-04-2026 14:07,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b3b4a94,,,,,,,,,,,,,,,,0|i00046:,,,FDA Sprint 1,,,,,,,,,,,,10056,FDA-22,Write Test cases for Email / Mobile Login,To Do,01-04-2026 14:07
Write Test cases for Login Button Field,FDA-26,10064,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:07,01-04-2026 14:07,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e3ca0d4,,,,,,,,,,,,,,,,0|i0004e:,,,FDA Sprint 1,,,,,,,,,,,,10056,FDA-22,Write Test cases for Email / Mobile Login,To Do,01-04-2026 14:07
Write Test cases for Forgot Password Field,FDA-27,10066,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:08,01-04-2026 14:08,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32f36edc,,,,,,,,,,,,,,,,0|i0004m:,,,FDA Sprint 1,,,,,,,,,,,,10056,FDA-22,Write Test cases for Email / Mobile Login,To Do,01-04-2026 14:08
HOME PAGE,FDA-28,10067,Epic,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:09,01-04-2026 14:09,,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@369f5da6,,,,,ghx-label-13,,To Do,,,,dark_green,,,,,0|i0004u:,,,FDA Sprint 1,,,,,,,,,,,,,,,To Do,01-04-2026 14:09
DASHBOARD / HOME PAGE,FDA-29,10069,Story,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:10,01-04-2026 14:10,,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e43a53b,,,,,,,,,,,,,,,,0|i00052:,,,FDA Sprint 1,,,,,,,,,,,,10067,FDA-28,HOME PAGE,To Do,01-04-2026 14:10
Write Test cases for DASHBOARD / HOME PAGE,FDA-30,10071,Task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:11,01-04-2026 14:11,01-04-2026 14:11,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c68770e,,,,,,,,,,,,,,,,0|i0005a:,,,FDA Sprint 1,,,,,,,,,,,,10067,FDA-28,HOME PAGE,To Do,01-04-2026 14:11
Write Test cases for Navigation,FDA-31,10073,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:12,01-04-2026 14:12,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d3fb2e0,,,,,,,,,,,,,,,,0|i0005i:,,,FDA Sprint 1,,,,,,,,,,,,10071,FDA-30,Write Test cases for DASHBOARD / HOME PAGE,To Do,01-04-2026 14:12
Write Test cases for Header Section- Searchbar,FDA-32,10075,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:12,01-04-2026 14:12,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@769bf08c,,,,,,,,,,,,,,,,0|i0005q:,,,FDA Sprint 1,,,,,,,,,,,,10071,FDA-30,Write Test cases for DASHBOARD / HOME PAGE,To Do,01-04-2026 14:12
Write Test cases for Header Section- User Profile Icon,FDA-33,10077,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:13,01-04-2026 14:13,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@45428889,,,,,,,,,,,,,,,,0|i0005y:,,,FDA Sprint 1,,,,,,,,,,,,10071,FDA-30,Write Test cases for DASHBOARD / HOME PAGE,To Do,01-04-2026 14:13
PROFILE MANAGEMENT PAGE,FDA-34,10078,Epic,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:15,01-04-2026 14:15,,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1922f6d7,,,,,ghx-label-4,,To Do,,,,dark_blue,,,,,0|i00066:,,,FDA Sprint 1,,,,,,,,,,,,,,,To Do,01-04-2026 14:15
Edit Profile,FDA-35,10080,Story,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:16,01-04-2026 14:16,,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@ee66966,,,,,,,,,,,,,,,,0|i0006e:,,,FDA Sprint 1,,,,,,,,,,,,10078,FDA-34,PROFILE MANAGEMENT PAGE,To Do,01-04-2026 14:16
Write Test cases for Edit Profile,FDA-36,10081,Task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:16,01-04-2026 14:25,01-04-2026 14:25,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3247713d,,,,,,,,,,,,,,,,0|i0006m:,,,FDA Sprint 1,,,,,,,,,,,,10078,FDA-34,PROFILE MANAGEMENT PAGE,To Do,01-04-2026 14:16
Write Test cases for Full name,FDA-37,10083,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:17,01-04-2026 14:17,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1174918a,,,,,,,,,,,,,,,,0|i0006u:,,,FDA Sprint 1,,,,,,,,,,,,10081,FDA-36,Write Test cases for Edit Profile,To Do,01-04-2026 14:17
Write Test cases for Email,FDA-38,10085,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:17,01-04-2026 14:17,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5ea3897a,,,,,,,,,,,,,,,,0|i00072:,,,FDA Sprint 1,,,,,,,,,,,,10081,FDA-36,Write Test cases for Edit Profile,To Do,01-04-2026 14:17
Write Test cases for Mobile Number,FDA-39,10087,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:18,01-04-2026 14:18,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b9103e3,,,,,,,,,,,,,,,,0|i0007a:,,,FDA Sprint 1,,,,,,,,,,,,10081,FDA-36,Write Test cases for Edit Profile,To Do,01-04-2026 14:18
Change Password,FDA-40,10089,Story,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:21,01-04-2026 14:21,,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@797986ba,,,,,,,,,,,,,,,,0|i0007i:,,,FDA Sprint 1,,,,,,,,,,,,10078,FDA-34,PROFILE MANAGEMENT PAGE,To Do,01-04-2026 14:21
Write Test cases for Change Password,FDA-41,10091,Task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:22,01-04-2026 14:22,01-04-2026 14:23,RELEASE 1,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f582001,,,,,,,,,,,,,,,,0|i0007q:,,,FDA Sprint 1,,,,,,,,,,,,10078,FDA-34,PROFILE MANAGEMENT PAGE,To Do,01-04-2026 14:22
Write Test cases for Current Password,FDA-42,10093,Sub-task,To Do,FDA,FOOD DELIVERY APPLICATION,software,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,Medium,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,01-04-2026 14:23,01-04-2026 14:23,,,,0,,Chirag Malik,712020:dea5362e-d32b-453d-b8eb-43caed01a964,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71a07c01,,,,,,,,,,,,,,,,0|i0007y:,,,FDA Sprint 1,,,,,,,,,,,,10091,FDA-41,Write Test cases for Change Password,To Do,01-04-2026 14:23
